genus,english_vernacular,chinese_vernacular,kimi_label,success,error
Thaumastoptera,none,翼大蚊属,Flies,True,
Thyrocopa,haleakala flightless moth; grasshopper moth; haleakalā flightless moth,none,Moths,True,
Pycnomerus,reflexed ironclad beetle,none,Beetles,True,
Schreckensteinia,blackberry skeletonizer; bramble false-feather,none,Moths,True,
Scirpophaga,rice yellow stem borer; sugarcane top borer,三化螟; 叶突白禾螟; 圆突白禾螟; 大白禾螟; 小白禾螟; 戈托白禾螟; 甘蔗白禾螟蛾; 白禾螟属; 白禾螟屬; 红尾白禾螟; 纯白禾螟; 纹白禾螟; 荸荠白禾螟; 荸薺白禾螟; 蔗草白禾螟; 黄尾白禾螟; 黄条白禾螟,Moths,True,
Trichochermes,none,中华毛个木虱; 华北毛个木虱; 毛个木虱属; 毛叉木蝨屬,Psyllids,True,
Urapteroides,none,点缘五带燕蛾,Moths,True,
Loxostege,alfalfa webworm moth; beet webworm moth; wolfberry loxostege moth; karoo moth; karoo caterpillar; nearctic beet webworm,艾锥额野螟; 草地螟; 锥额野螟属,Moths,True,
Macrobrochis,none,乌闪网苔蛾; 乌闪网苔蛾（指名亚种）; 名网苔蛾; 巨網燈蛾; 巨網苔蛾; 巨网苔蛾; 深脉网苔蛾; 烏閃網苔蛾; 烏閃苔蛾; 白条网苔蛾; 網苔蛾屬; 网苔蛾属; 蓝黑网苔蛾; 藍黑網苔蛾; 西藏网苔蛾,Moths,True,
Magicicada,periodical cicadas; pharaoh cicada; dwarf periodical cicada; cassin's periodical cicada; decula periodical cicada; cassin's 13-year cicada; decim 13-year cicada; decula 13-year cicada; riley's 13-year cicada; linnaeus' 17-year cicada; decim periodical cicada; cassin's 17-year cicada; little 17-year cicada; decula 17-year cicada; 17-year decim cicada; little 13-year cicada; pharaoh cicada and allies; linnaeus' 17-year cicada and allies; little periodical cicadas; cassin's periodical cicadas; decula periodical cicadas; cassini periodical cicadas; decim periodical cicadas; locusts; little 17-year periodical cicada; neotredecim periodical cicada; john and david's cicada; northern pharaoh periodical cicada; southern barred periodical cicada; northern barred periodical cicada; southern pharaoh periodical cicada; missouri pharaoh periodical cicada; pharaoh periodical cicadas; northern black periodical cicada; black periodical cicadas; southern black periodical cicada; barred periodical cicadas,十七年蝉; 十三年蝉; 卡氏十七年蝉; 卡氏十三年蝉; 卡氏周期蝉组; 周期蝉属; 周期蝉组; 拟十七年蝉; 拟十三年蝉; 拟周期蝉组; 新十三年蝉; 魔法蝉; 魔蝉属,Cicadas,True,
Megalonotus,introduced dirt-colored seed bug; curved groundbug; storksbill groundbug; black groundbug,none,Bugs,True,
Meigenia,none,美根寄蝇属,Flies,True,
Cymus,none,莎长蝽属,Bugs,True,
Dahlica,lesser lichen case-bearer; lichen case-bearer; narrow lichen case-bearer,none,Moths,True,
Dicranomyia,flightless cranefly; basilewsky's crane fly; loveridge's crane fly,灰细大蚊; 细大蚊亚属; 细大蚊属,Flies,True,
Ferdinandea,common copperback; copperback flies; golden copperback; western copperback; dark sap hoverfly,強蚜蠅屬; 铜鬃胸蚜蝇; 鬃胸蚜蝇属,Flies,True,
Chalcoela,sooty-winged chalcoela moth; wasp parasitizer moth; pegasus chalcoela moth,none,Moths,True,
Craspedolepta,none,云斑边木虱; 边木虱属,Psyllids,True,
Crocidophora,pale-winged crocidophora moth; angelic crocidophora moth; saw-toothed crocidophora moth; crease-winged pearl moth; scalloped crocidophora moth,绒野螟属; 黄绒野螟,Moths,True,
Stegommata,banksia leaf-miner,none,Moths,True,
Sylvicola,outhouse fly; window gnat,樹棲蚊蚋屬; 殊蠓属,Flies,True,
Symphyta,none,广腰亚目; 廣腰亞目,Wasps,True,
Syritta,thick-legged hoverfly; thick-legged hover fly; peg-legged compost fly; common compost fly,东方粗股蚜蝇; 東方粗股蚜蠅; 粗股蚜蝇属; 黃環粗股蚜蠅; 黄环粗股蚜蝇,Flies,True,
Tachycineta,violet-green swallow; tree swallow; mangrove swallow; white-winged swallow; bahama swallow; golden swallow; white-rumped swallow; tumbes swallow; american tree swallow; chilean swallow; tachycineta swallows; typical american swallows; jamaican golden swallow; hispaniolan golden swallow; san lucas swallow; northern violet-green swallow,双色树燕; 双色樹燕; 巴哈馬樹燕; 巴哈马树燕; 树燕属; 樹燕屬; 白腰树燕; 白腰樹燕; 白腹树燕; 白腹樹燕; 白臀树燕; 白臀樹燕; 秘魯樹燕; 秘鲁树燕; 紅樹燕; 紫綠樹燕; 紫绿树燕; 红树燕; 金色树燕; 金色樹燕; 雙色樹燕,Birds,True,
Tetanocera,poorfen buff snailkiller,基芒沼蝇属; 基芒沼蠅屬,Flies,True,
Pterocheilus,coral pink sand dunes potter wasp,长须蜾蠃属,Wasps,True,
Salagena,tessellate goat,none,Moths,True,
Scaptodrosophila,none,浅黄花果蝇; 红额花果蝇; 花果蝇属; 黎巴嫩花果蝇,Flies,True,
Thyretes,bar maiden; ethiopian maiden; equine maiden,none,Moths,True,
Trilocha,greenish silk-moth,三角斑褐蠶蛾; 三角灰白蚕蛾; 灰白蚕蛾; 灰白蚕蛾属; 灰白蠶蛾; 灰白蠶蛾屬,Moths,True,
Rhyparochromus,bright-spotted groundbug; black-spotted groundbug,none,Bugs,True,
Schizopus,none,伪吉丁属; 悦伪吉丁,Beetles,True,
Scrobipalpula,none,拟须麦蛾属; 飞蓬拟须麦蛾,Moths,True,
Tortricidia,abbreviated button slug moth; red-crossed button slug moth; early button slug moth; warm-chevroned moth; early button-slug; abbreviated and red-crossed button slug moths,none,Moths,True,
Adela,three-striped longhorn; ridings' fairy moth; green longhorn moth; early longhorn; small barred longhorn; purple fairy moth; opler's longhorn moth; southern longhorn moth; ocean spray fairy moth; hippie longhorn,长角蛾属,Moths,True,
Agalope,none,绢斑蛾属; 蓬萊薄翅斑蛾; 透翅锦斑蛾属,Moths,True,
Alcathoe,clematis clearwing moth,none,Moths,True,
Anuga,none,修殿尾夜蛾; 折纹殿尾夜蛾; 月殿尾夜蛾; 木蓝殿尾夜蛾; 殿尾夜蛾属; 殿尾夜蛾屬; 長角殿尾夜蛾,Moths,True,
Arctornis,black v moth,L紋白毒蛾; 夜白毒蛾; 小点白毒蛾; 小點白毒蛾; 白毒蛾; 白毒蛾属; 白毒蛾屬; 茶点足毒蛾; 茶白毒蛾,Moths,True,
Bittacomorpha,eastern phantom crane fly; western phantom crane fly; phantom crane fly,真幻褶蚊属,Flies,True,
Bracharoa,twin vapourer; vapourers; brown vapourer; mixed vapourer; fawn vapourer; rooibos vapourer,none,Moths,True,
Calamotropha,grass webworm; bulrush veneer,台湾髓草螟; 烟翅髓草螟; 髓草螟属; 黄纹髓草螟,Moths,True,
Matapa,common redeye; fringed redeye; black-veined redeye; grey-brand redeye; common branded redeye,玛弄蝶; 玛弄蝶属; 珠玛弄蝶; 瑪弄蝶; 绿玛弄蝶; 羽玛弄蝶; 羽瑪弄蝶,Butterflies,True,
Matsumurasca,southern garden leafhopper,小贯小绿叶蝉,Leafhoppers,True,
Megandrena,red-tailed blazing star bee,none,Bees,True,
Meganola,coastal plain meganola moth; ashy meganola moth; confused meganola moth; kent black arches; small black arches,三角斑洛瘤蛾; 中后洛瘤蛾; 斑洛瘤蛾; 斜纹洛瘤蛾; 曲纹洛瘤蛾; 洛瘤蛾属; 洛瘤蛾屬; 淡条洛瘤蛾; 烟洛瘤蛾; 纹洛瘤蛾; 胡桃楸瘤蛾; 银洛瘤蛾,Moths,True,
Melissoptila,otomi longhorn; buenos aires longhorn; tandil longhorn,none,Beetles,True,
Meropleon,multicolored sedgeminer moth; newman's brocade,none,Moths,True,
Myiarchus,dusky-capped flycatcher; rufous-tailed flycatcher; ash-throated flycatcher; stolid flycatcher; brown-crested flycatcher; puerto rican flycatcher; la sagra's flycatcher; great crested flycatcher; nutting's flycatcher; panama flycatcher; grenada flycatcher; yucatán flycatcher; lesser antillean flycatcher; sad flycatcher; snakeskin bird; galápagos flycatcher; apical flycatcher; pale-edged flycatcher; short-crested flycatcher; sooty-crowned flycatcher; rufous flycatcher; swainson's flycatcher; venezuelan flycatcher; west mexican dusky-capped flycatcher; east mexican dusky-capped flycatcher; galapagos flycatcher; sooty-crowned flycatcher (interior); sooty-crowned flycatcher (phaeocephalus); swainson's flycatcher (phaeonotus); brown-crested flycatcher (ometepe); yucatan flycatcher; baja ash-throated flycatcher; myiarchus flycatchers; new world crested flycatchers; american crested flycatchers; brown-crested flycatcher (arizona); brown-crested flycatcher (cooper's); brown-crested flycatcher (cozumel); dusky-capped flycatcher (cozumel); christian flycatcher; yucatan dusky-capped flycatcher; cozumel dusky-capped flycatcher; olivaceous flycatcher; hispaniolan stolid flycatcher; jamaican stolid flycatcher; lesser antillean flycatcher (martinique); lesser antillean flycatcher (st lucia); lesser antillean flycatcher (guadeloupe/dominica); lesser antillean flycatcher (st kitts/nevis/barbuda); salvadoran flycatcher; mexican crested flycatcher; lower california flycatcher,乌冠蝇霸鹟; 大冠蝇霸鹟; 大冠蠅霸鶲; 大嘴蝇霸鹟; 委内瑞拉蝇霸鹟; 安岛蝇霸鹟; 尖顶蝇霸鹟; 尤卡坦蝇霸鹟; 巴拿马蝇霸鹟; 憨蝇霸鹟; 拉氏蝇霸鹟; 斯氏蝇霸鹟; 暗顶蝇霸鹟; 格林纳达蝇霸鹟; 棕尾蝇霸鹟; 棕蝇霸鹟; 波多黎各蝇霸鹟; 波多黎各蠅霸鶲; 淡喉蝇霸鹟; 淡边蝇霸鹟; 灰喉蝇霸鹟; 牙买加蝇霸鹟; 短冠蝇霸鹟; 蝇霸鹟属; 褐冠蝇霸鹟,Birds,True,
Neoprociphilus,woolly maple aphid,none,Aphids,True,
Neotoxoptera,marigold aphid; onion aphid; violet aphid,台湾韭蚜; 新弓翅蚜属; 葱小瘤蚜; 葱蚜; 蔥韭蚜,Aphids,True,
Norbanus,none,宽胸金小蜂属,Wasps,True,
Oncotylus,knapweed plant bug,none,Bugs,True,
Ophion,none,瘦姬蜂; 瘦姬蜂属; 瘦姬蜂屬,Wasps,True,
Ophionyssus,snake mite,none,Mites,True,
Aconophora,lantana treehopper,none,Treehoppers,True,
Agkistrodon,"copperheads, moccasins, and cottonmouths; taylor's cantil; copperheads; southern cantil; yucatecan cantil; cantil; yucatán cantil; mexican cantil; mexican ground pit viper; cantil viper; black moccasin; mexican moccasin; neotropical moccasin; mexican yellow-lipped viper; gloyd's cantil; gloyd's moccasin; northern cottonmouth; florida cottonmouth; green-tailed moccasin; broad-banded copperhead; eastern copperhead; copperheads, cottonmouths, and cantils; western cottonmouth; eastern cottonmouth; southern copperhead; northern copperhead; trans-pecos copperhead; pit vipers; water moccasin; cotton-mouth; florida × northern cottonmouth; florida x northern cottonmouth (hybrid); hybrid cottonmouth",佛州食鱼蝮; 墨西哥蝮; 宽斑铜头蝮; 寬斑銅頭蝮; 尤卡坦蝮; 泰氏蝮; 美洲蝮属; 蝮蛇屬; 銅頭蝮; 钩齿蝮属; 铜头蝮; 霍氏蝮; 食魚蝮; 食鱼蝮,Snakes,True,
Agrochola,yellow-line quaker; lunar underwing; beaded chestnut; red-line quaker; southern chestnut; flounced chestnut; brown-spot pinion,none,Moths,True,
Aleurodaphis,wax-crested purple scale aphid,粉虱蚜属; 艾纳香粉虱蚜,Aphids,True,
Aleuromarginatus,none,缘粉虱属,Scales,True,
Amrasca,indian cotton leafhopper,二點小綠葉蟬; 小綠葉蟬; 棉芒果叶蝉; 芒果叶蝉属; 麗檬果葉蟬,Leafhoppers,True,
Anisynta,mountain skipper; wedge grass-skipper; cynone skipper; mottled grass-skipper; chequered grass-skipper; checkered grass-skipper; montane grass-skipper,none,Butterflies,True,
Antheraea,polyphemus moth; western polyphemus moth; japanese silk moth; japanese oak silkmoth; chinese tussar moth; temperate tussar moth; assam silkmoth; oak tasar silk moth; oak tasar silkworm; polyphemus silkmoth; mexican polyphemus moth; tasar silk moth; vanya silkmoth; tasar silkworm; tussar silk moth; tussar moths; sri lankan tussar silk moth,半目大蚕; 半目柞蚕; 印度大蠶; 多音天蚕蛾; 大透目天蠶蛾; 大透目天蠶蛾 (指名亞種); 天蚕; 姬透目天蠶蛾; 山繭蛾/天蠶蛾; 拉里薩目天蠶蛾; 明目大蚕蛾; 明目大蠶蛾; 明眸大蚕; 柞蚕; 柞蚕属; 柞蠶屬; 栗色王蛾; 目天蠶蛾屬; 紅目天蠶蛾; 红目天蚕蛾; 罗氏目大蚕蛾; 藍氏目天蠶蛾; 赫尔弗大蚕蛾; 金絲蠶; 鉤翅山蠶蛾; 钩翅大蚕蛾,Moths,True,
Antitype,grey chi,none,Moths,True,
Aphelopus,none,常足螯蜂属,Wasps,True,
Araecerus,coffee bean weevil; mauna loa bean beetle; koa haole seed weevil,咖啡细角长角象甲; 咖啡豆象; 细角长角象甲属,Beetles,True,
Ascogaster,none,革腹茧蜂属,Wasps,True,
Aulocara,white cross grasshopper; big-headed grasshopper; bigheaded grasshopper,none,Grasshoppers,True,
Bactrocera,halfordia fruit fly; white striped fruit fly; queensland fruit fly; lesser queensland fruit fly; jarvis's fruit fly; olive fruit fly; melon fly; solanum fruit fly; northern territory fruit fly; mango fruit fly; bugweed fruit fly; invasive fruit fly; malaysian fruit fly; peach fruit fly; oriental fruit fly,单带果实蝇; 單帶果實蠅; 東方果實蠅; 果实蝇属; 桔小实蝇; 瓜实蝇; 瓜實蠅; 瓜實蠅 (瓜仔蜂、蜂仔); 瓜镞果实蝇; 番石榴果实蝇; 短条果实蝇; 背寡毛實蠅屬; 蜜柑大实蝇; 辣椒实蝇,Flies,True,
Pachycrepoideus,none,家蝇蛹帕金小蜂; 蝇蛹帕金小蜂属,Wasps,True,
Paracoccus,long egg-sac mealybug; papaya mealybug; juniper mealybug,木瓜秀粉介殼蟲; 木瓜粉蚧,Scales,True,
Paropsis,eucalypt leaf beetle; eucalyptus tortoise beetle; red-blue banded leaf beetle; dotted paropsine leaf beetle; variole paropsine beetle,桉叶甲; 桉叶甲属; 桉樹龜金花蟲; 麻点桉叶甲,Beetles,True,
Phaedyma,common aeroplane; white-banded plane; short banded sailer; short-banded sailor; great hockeystick sailer,带菲蛱蝶; 帶菲蛺蝶; 柱菲蛱蝶; 柱菲蛺蝶; 秦菲蛱蝶; 菲蛱蝶属; 菲蛺蝶屬; 蔼菲蛱蝶,Butterflies,True,
Platystomos,none,宽喙长角象属,Beetles,True,
Proxylocopa,none,突眼木蜂亚属,Bees,True,
Gelis,button-spider ichneumon,广沟姬蜂; 沟姬蜂属,Wasps,True,
Glaucomys,northern flying squirrel; southern flying squirrel; carolina flying squirrel; mexican flying squirrel; new world flying squirrels; eastern flying squirrel; carolina northern flying squirrel; humboldt's flying squirrel; assapan; san bernardino flying squirrel; oregon flying squirrel; common flying squirrel; western flying squirrel; florida flying squirrel; texas flying squirrel,北方鼯鼠; 北美飛鼠; 北美飞鼠; 美洲飛鼠屬; 美洲飞鼠属,Squirrels,True,
Grammoptera,black grammoptera; common grammoptera; burnt-tip grammoptera,直花天牛属,Beetles,True,
Holcocera,sumac micromoth; scavenger moth,none,Moths,True,
Imbrasia,diverse emperor,none,Moths,True,
Languria,clover stem borer beetle; clover stem borer,拟叩甲属,Beetles,True,
Lariophagus,none,娜金小蜂属; 米象娜金小蜂,Wasps,True,
Ptinus,australian spider beetle; white-marked spider-beetle; brown spider beetle; white-marked spider beetle; six-spot spider beetle; hairy spider beetle,日本蛛甲; 蛛甲亚属; 蛛甲属; 食骸甲屬,Beetles,True,
Ribautiana,bramble leafhopper,none,Leafhoppers,True,
Scraptia,none,中华拟花蚤; 拟花蚤属; 捷拟花蚤; 擬花蚤屬,Beetles,True,
Sibovia,yellow-striped leafhopper,none,Leafhoppers,True,
Siphoninus,ash whitefly; pomegranate whitefly,石榴灰粉虱,Flies,True,
Stenispa,bicolored smooth hispine; black smooth hispine,none,Beetles,True,
Stenobothrus,stripe-winged grasshopper; lesser mottled grasshopper; dark-palped toothed grasshopper; pygmy toothed grasshopper; balkan toothed grasshopper; wing-buzzing toothed grasshopper; stripe-winged toothed grasshopper; black-spotted toothed grasshopper; white-headed toothed grasshopper; eurasian toothed grasshopper; croatian toothed grasshopper; lesser toothed grasshopper; apennine toothed grasshopper; ursula's toothed grasshopper; club toothed grasshopper; cottian toothed grasshopper,条纹草地蝗; 欧亚草地蝗; 草地蝗属; 费草地蝗,Grasshoppers,True,
Stenodiplosis,none,狭瘿蚊属; 糜子吸浆虫; 高粱狭瘿蚊,Flies,True,
Storeria,redbelly snake; northern redbelly snake; red-bellied snake; mexican brown snake; florida redbelly snake; black hills redbelly snake; dekay's brownsnake; florida brownsnake; florida brown snake; american brown snakes; de kay's brown snake; northern brown snake; marsh brown snake; texas brown snake; midland brown snake; redbelly racer; northern red-bellied snake; mexican yellowbelly brown snake,佛州斯氏蛇; 北褐蛇; 斯氏蛇; 斯氏蛇屬; 紅腹斯氏蛇; 红腹斯氏蛇,Snakes,True,
Tenthredopsis,coquebert's tenthredopsis; large tenthredopsis; common tenthredopsis; incise-lipped tenthredopsis; fries' sawfly; coquebert’s sawfly; inscribed sawfly; uninscribed sawfly; ornate sawfly; shielded sawfly,合叶蜂属; 合葉蜂屬,Wasps,True,
Gymnoscirtetes,little wingless grasshopper; morse’s wingless grasshopper,none,Grasshoppers,True,
Habronattus,ocala paradise spider; maddison's jumping spider; hirsute paradise spider; texas paradise spider; oregon paradise spider; boreal paradise spider; georgia paradise spider; three-spotted paradise spider; aztec paradise spider; paradise spiders; paradise jumping spiders; oregon paradise jumping spider,none,Spiders,True,
Halticus,grass fleahopper,微小跳盲蝽; 跳盲蝽属; 跳盲蝽屬,Bugs,True,
Helotropha,kidney-spotted rustic moth; the crescent; crescent,白纹蛮夜蛾; 蛮夜蛾属,Moths,True,
Hemiphaga,chatham island wood pigeon; new zealand pigeon; wood pigeon; new zealand wood pigeon; kererū; new zealand pigeons; norfolk island pigeon; norfolk pigeon; new zealand pigeon (new zealand); new zealand pigeon (norfolk); nz pigeon; new zealand woodpigeon; chatham pigeon; chatham island pigeon; chatham islands pigeon,新西兰鸠; 新西兰鸠属; 查岛鸠,Birds,True,
Heterotoma,common flathorn plant bug; flathorn plant bugs,none,Bugs,True,
Hylesinus,eastern ash bark beetle,none,Beetles,True,
Insara,elegant bush katydid; creosote bush katydid; tessellate bush katydid; apache bush katydid; gemmate bush katydid,none,Grasshoppers,True,
Macrosteles,aster leafhopper; six-spotted leafhopper,二叉叶蝉属; 光滑二叉叶蝉; 叉茎二叉叶蝉; 宽突二叉叶蝉; 布鲁二叉叶蝉; 暗褐二叉叶蝉; 歪茎二叉叶蝉; 费氏二叉叶蝉; 长突二叉叶蝉; 高山二叉叶蝉; 黑斑二叉叶蝉; 黑条二叉叶蝉; 齿茎二叉叶蝉,Leafhoppers,True,
Microcephalothrips,composite thrip,none,Thrips,True,
Neurotoma,social pear sawfly; cherry webspinning sawfly; twin spinner; social pear spinner,纽扁叶蜂属,Sawflies,True,
Lomographa,white spring moth; bluish spring moth; marginal wave; gray spring moth; white-pinion spotted; clouded silver,双斑褶尺蛾; 合脉褶尺蛾; 四点素尺蛾; 四點素尺蛾; 无纹素尺蛾; 浙江褶尺蛾; 淡灰素尺蛾; 無紋素尺蛾; 素尺蛾屬; 虚褶尺蛾; 褶尺蛾属; 鉛灰素尺蛾; 黃帶素尺蛾; 黑頂斑素尺蛾,Moths,True,
Marpesia,ruddy daggerwing; many-banded daggerwing; sunset daggerwing; antillean daggerwing; caribbean daggerwing; dappled daggerwing; crethon daggerwing; pansy daggerwing; pale daggerwing; harmonia daggerwing; daggerwings; purple-stained daggerwing; white-lined daggerwing; orange-banded daggerwing; orange daggerwing; corinna daggerwing; black-bordered daggerwing; livius daggerwing; kirby's daggerwing; egina daggerwing; spot-banded daggerwing; orsilochus daggerwing; norica daggerwing; tutelina daggerwing; waiter daggerwing; hispaniolan daggerwing; bahamian daggerwing; jamaican daggerwing; cuban daggerwing,凤蛱蝶; 凤蛱蝶属; 剑尾凤蛱蝶; 召龙凤蛱蝶; 合法凤蛱蝶; 和谐凤蛱蝶; 图特琳娜凤蛱蝶; 斜带凤蛱蝶; 条纹凤蛱蝶; 潘特普伊凤蛱蝶; 火纹凤蛱蝶; 疏星凤蛱蝶; 白垩凤蛱蝶; 白星凤蛱蝶; 白条凤蛱蝶; 蓝灰凤蛱蝶; 蚩龙凤蛱蝶; 革凤蛱蝶; 马采拉凤蛱蝶,Butterflies,True,
